sentence,label
"KATHARINA:There is, there is",1
"Now this extremityHath brought me to thy hearth; not out of hope--Mistake me not--to save my life, for ifI had fear'd death, of all the men i' the worldI would have 'voided thee, but in mere spite,To be full quit of those my banishers,Stand I before thee here",1
"Of this allow,If ever you have spent time worse ere now;If never, yet that Time himself doth sayHe wishes earnestly you never may",1
"Shortly after, Fernandinho doubled the lead with a brilliant strike into the top corner from outside the area",0
"KING LEWIS XI:Welcome, brave Warwick! What brings thee to France?QUEEN MARGARET:Ay, now begins a second storm to rise;For this is he that moves both wind and tide",1
Smith was rescued by a police officer who broke the glass and a passerby who helped pull her out of the vehicle,0
"I see your brows are full of discontent,Your hearts of sorrow and your eyes of tears:Come home with me to supper; and I'll layA plot shall show us all a merry day",1
after she had trouble finding a video of one being performed online and,0
Tourist accidentally acquired him while she was in Cape Verde,0
"GRUMIO:Tell thou the tale: but hadst thou not crossed me,thou shouldst have heard how her horse fell and sheunder her horse; thou shouldst have heard in howmiry a place, how she was bemoiled, how he left herwith the horse upon her, how he beat me becauseher horse stumbled, how she waded through the dirtto pluck him off me, how he swore, how she prayed,that never prayed before, how I cried, how thehorses ran away, how her bridle was burst, how Ilost my crupper, with many things of worthy memory,which now shall die in oblivion and thou returnunexperienced to thy grave",1
David Bird was last seen going for a walk near his family's home,0
"CLAUDIO:I have done so, but he's not to be found",1
"Do I speakfeelingly now?LUCIO:I think thou dost; and, indeed, with most painfulfeeling of thy speech: I will, out of thine ownconfession, learn to begin thy health; but, whilst Ilive, forget to drink after thee",1
"WARWICK:From off the gates of York fetch down the head,Your father's head, which Clifford placed there;Instead whereof let this supply the room:Measure for measure must be answered",1
SICINIUS:He loved his mother dearly,1
"The loss you have is but a son being king,And by that loss your daughter is made queen",1
"RICHARD:Clifford, ask mercy and obtain no grace",1
"Paul Novak, 45, allegedly covered Catherine Novak's face with chloroform, strangled her until she passed out and then burned her upstate New York house to the ground with her in it in 2008",0
Carlino took more than a week to dismember the body before dumping it in the ocean,0
"NORTHUMBERLAND:Be thou a prey unto the house of York,And die in bands for this unmanly deed!CLIFFORD:In dreadful war mayst thou be overcome,Or live in peace abandon'd and despised!WARWICK:Turn this way, Henry, and regard them not",1
"Second Servant:You shall have none ill, sir; for I'll try if theycan lick their fingers",1
"Peter!PETER:Anon!Nurse:Peter, take my fan, and go before and apace",1
Pedant:Thou liest: his father is come from Padua and herelooking out at the window,1
"And, lords, towards Coventry bend we our courseWhere peremptory Warwick now remains:The sun shines hot; and, if we use delay,Cold biting winter mars our hoped-for hay",1
Said the movie theater only had 25 people in it and Reeves and his wife could have set elsewhere,0
James Packer's Crown assured  authorities it won't deal with Stanley Ho,0
Falling-out reached its peak in 2012 after he spent more time at home,0
Sullivan was busted for selling meth for sex in 2011 and has since repeatedly violated probation with more drug charges,0
George Clooney is expected to marry Amal Almuddin in Italy later this month,0
"POLIXENES:And this my neighbour too?FLORIZEL:And he, and moreThan he, and men, the earth, the heavens, and all:That, were I crown'd the most imperial monarch,Thereof most worthy, were I the fairest youthThat ever made eye swerve, had force and knowledgeMore than was ever man's, I would not prize themWithout her love; for her employ them all;Commend them and condemn them to her serviceOr to their own perdition",1
"CORIOLANUS:I have deserved no better entertainment,In being Coriolanus",1
"The duke's unjust,Thus to retort your manifest appeal,And put your trial in the villain's mouthWhich here you come to accuse",1
"His wife and two children, both infants, are in a critical condition",0
"Text messages, instant messages and other documents emerge in court",0
Designers Luke Sales and Anna Plunkett presented a typically eccentric collection of bold prints and colour,0
"PETRUCHIO:What, with my tongue in your tail? nay, come again,Good Kate; I am a gentleman",1
"First Soldier:I shall, sir",1
One of the patients said she felt 'sick in the stomach' when she heard,0
"YORK:O Clifford, but bethink thee once again,And in thy thought o'er-run my former time;And, if though canst for blushing, view this face,And bite thy tongue, that slanders him with cowardiceWhose frown hath made thee faint and fly ere this!CLIFFORD:I will not bandy with thee word for word,But buckle with thee blows, twice two for one",1
"How say you?My prisoner? or my guest? by your dread 'Verily,'One of them you shall be",1
"LADY ANNE:Dost grant me, hedgehog? then, God grant me tooThou mayst be damned for that wicked deed!O, he was gentle, mild, and virtuous!GLOUCESTER:The fitter for the King of heaven, that hath him",1
"Heaven doth with us as we with torches do,Not light them for themselves; for if our virtuesDid not go forth of us, 'twere all alikeAs if we had them not",1
"Maker calls allegations ""unfounded"" and ""misleading""Over-the-counter meds aimed at reducing severity, duration of cold symptoms",0
Temperatures at ski station in the Pyrenees reached only 1°C this week,0
A neighbor recorded three instances of alleged animal abuse on his phone,0
"Police searched more than 10,000 nautical miles for Matthews before calling off search",0
Department for,0
"BENVOLIO:Part, fools!Put up your swords; you know not what you do",1
"UKIP raises £714,492 from members, compared to Tories' £749,000",0
QPR ijn talks over signing of Leroy Fer and Rio Ferdinand,0
Newest wide-body long-range jet has just achieved European certification,0
Women with cervical cancer in the UK are less likely to be alive after five years than their counterparts in Slovenia,0
GRUMIO:Face not me: thou hast braved many men; brave notme; I will neither be faced nor braved,1
"Dontre Hamilton, 31, was shot by Milwaukee officer Christopher Manney after he found him sleeping on a park bench on April 30 and a scuffle ensued",0
Received a running commentary from police at the start of the raid,0
"LUCENTIO:Hark, Tranio! thou may'st hear Minerva speak",1
"First Senator:Sit, Coriolanus; never shame to hearWhat you have nobly done",1
"DUKE VINCENTIO:I wish you now, then;Pray you, take note of it: and when you haveA business for yourself, pray heaven you thenBe perfect",1
"MONTAGUE:Then fare you well, for I will hence again:I came to serve a king and not a duke",1
MAMILLIUS:A sad tale's best for winter: I have oneOf sprites and goblins,1
But in a move that split wider family she and her family will have to leave,0
"POLIXENES:Soft, swain, awhile, beseech you;Have you a father?FLORIZEL:I have: but what of him?POLIXENES:Knows he of this?FLORIZEL:He neither does nor shall",1
"FRIAR LAURENCE:Romeo shall thank thee, daughter, for us both",1
"You that will follow me to this attempt,Applaud the name of Henry with your leader",1
"VIRGILIA:Give me excuse, good madam; I will obey you in everything hereafter",1
Director brother duo tapped for new Seoul crowd-sourcing movie,0
"MARCIUS:Go, get you home, you fragments!Messenger:Where's Caius Marcius?MARCIUS:Here: what's the matter?Messenger:The news is, sir, the Volsces are in arms",1
"GONZALO:Nay, good, be patient",1
"A five-story Christmas tree in Branson, Missouri, features 350,000 LEDs",0
This is a gentle provost: seldom whenThe steeled gaoler is the friend of men,1
Home-made explosives used in more than 70 per cent of UK terror attacks,0
"KING EDWARD IV:But Warwick's king is Edward's prisoner:And, gallant Warwick, do but answer this:What is the body when the head is off?GLOUCESTER:Alas, that Warwick had no more forecast,But, whiles he thought to steal the single ten,The king was slily finger'd from the deck!You left poor Henry at the Bishop's palace,And, ten to one, you'll meet him in the Tower",1
"This liberty is all that I request,That, upon knowledge of my parentage,I may have welcome 'mongst the rest that wooAnd free access and favour as the rest:And, toward the education of your daughters,I here bestow a simple instrument,And this small packet of Greek and Latin books:If you accept them, then their worth is great",1
"Come, night; come, Romeo; come, thou day in night;For thou wilt lie upon the wings of nightWhiter than new snow on a raven's back",1
SICINIUS:Have you a catalogueOf all the voices that we have procuredSet down by the poll?AEdile:I have; 'tis ready,1
"PRINCE EDWARD:My Lord of York will still be cross in talk:Uncle, your grace knows how to bear with him",1
New Mexico State Police shut down two interstates,0
"Holly Littlefield, 16, was arrested and held in a police cell for 14 hours",0
Black market in stolen Apple goods very strong in France,0
"Diagnosed with diabetes, the grandfather didn't want a life of pill-popping",0
"Do as thou listThy valiantness was mine, thou suck'dst it from me,But owe thy pride thyself",1
"Now were I happy, ifHis going I could frame to serve my turn,Save him from danger, do him love and honour,Purchase the sight again of dear SiciliaAnd that unhappy king, my master, whomI so much thirst to see",1
"MERCUTIO:Nay, I am the very pink of courtesy",1
"Do you know this lady?CORIOLANUS:The noble sister of Publicola,The moon of Rome, chaste as the icicleThat's curdied by the frost from purest snowAnd hangs on Dian's temple: dear Valeria!VOLUMNIA:This is a poor epitome of yours,Which by the interpretation of full timeMay show like all yourself",1
"KING RICHARD III:And buried, gentle Tyrrel?TYRREL:The chaplain of the Tower hath buried them;But how or in what place I do not know",1
"Paul Galloway was driving to Gundagai, south-western NSW, with his 12-month-old pup in the back of his ute",0
"Belcher and Kassandra Perkins argued over the paternity of the child on the day they died, with Kasandra telling the NFL player that he was not the father",0
"""Everyone grieves differently,"" said Kristi Cooper, a family life field specialist",0
But concedes there are arguments on both sides for and against anonymity,0
"Second Lady:She is spread of lateInto a goodly bulk: good time encounter her!HERMIONE:What wisdom stirs amongst you? Come, sir, nowI am for you again: pray you, sit by us,And tell 's a tale",1
Google co-founder Sergey Brin was spotted without his pair recently,0
"Away with him to death!Now, sir, to you",1
Author of series answers readers' questions,0
"During the test, the 30-kilowatt fibre laser burnt through the truck's engine",0
Upon's again,1
"For me, the ransom of my bold attemptShall be this cold corpse on the earth's cold face;But if I thrive, the gain of my attemptThe least of you shall share his part thereof",1
"CAPULET:Why, how now, kinsman! wherefore storm you so?TYBALT:Uncle, this is a Montague, our foe,A villain that is hither come in spite,To scorn at our solemnity this night",1
Mr Shapps has previously posed under an alias to promote own business,0
"To me can life be no commodity:The crown and comfort of my life, your favour,I do give lost; for I do feel it gone,But know not how it went",1
"I would not--though 'tis my familiar sinWith maids to seem the lapwing and to jest,Tongue far from heart--play with all virgins so:I hold you as a thing ensky'd and sainted",1
"Paid Chinese consulting firm $50,000 to do his work for him",0
"Alack,You are transported by calamityThither where more attends you, and you slanderThe helms o' the state, who care for you like fathers,When you curse them as enemies",1
"A couple, after throwing a series of tantrums, threw hot water at a flight attendant",0
"See how the morning opes her golden gates,And takes her farewell of the glorious sun!How well resembles it the prime of youth,Trimm'd like a younker prancing to his love!EDWARD:Dazzle mine eyes, or do I see three suns?RICHARD:Three glorious suns, each one a perfect sun;Not separated with the racking clouds,But sever'd in a pale clear-shining sky",1
"But come; our dance, I pray:Your hand, my Perdita: so turtles pair,That never mean to part",1
Mr Kelly was disabled in the army and is undergoing chemotherapy,0
Oscar and Lucas should both have been dismissed in the final few minutes when the Chelsea midfielder committed a two-footed lunging tackle on his fellow Brazilian who reacted by grabbing him by the neck,0
"Stains investigated for link to trooper shooting suspect Eric Frein don't pan out, police say",0
Pictures show volunteers from SALAM helping migrants camping in towns across northern France,0
"How now, sirrah! how goes the world with thee?Pursuivant:The better that your lordship please to ask",1
They say primates developed the ability to make groups recognisable and stop interbreeding among species that were quite self-contained,0
"I'll beg one boon,And then be gone and trouble you no more",1
Eye-watering crash leaves a sea of silver skinned pickled onions strewn across carriageway,0
Joel Campbell may be allowed to leave Arsenal in January transfer window,0
"PETRUCHIO:Hortensio, peace! thou know'st not gold's effect:Tell me her father's name and 'tis enough;For I will board her, though she chide as loudAs thunder when the clouds in autumn crack",1
Magnitude 4,0
"If this happens, larger animals which feed on the plankton could be affected",0
"Nurse:This afternoon, sir? well, she shall be there",1
A Lebanese activist group has been painting tires to promote peace and national unity,0
"A secret training manual for Navigators is soaked in Obamacare irony, advising helpers to keep their promises and stick to their deadlines",0
3m followers,0
Liverpool manager Brendan Rodgers said sending off was 'disappointing'Graham Poll: Markovic deserved to be sent off,0
"'I'd heard banging and drilling and thought he was doing some DIY', said burgled neighbour Neil Barton",0
"TYBALT:What, art thou drawn among these heartless hinds?Turn thee, Benvolio, look upon thy death",1
"Once more, on pain of death, all men depart",1
"FRIAR LAURENCE:Be plain, good son, and homely in thy drift;Riddling confession finds but riddling shrift",1
least 2009 with Apple seeing it as a way to grab market share and,0
CLEOMENES:All this we swear,1
"4 teens, age 14 and 15, face felony charges in Tampa, Florida",0
"Rivers was put into a coma, and died on September 4",0
The proportion of first-home buyers purchasing properties dropped to a historic low last November of just 12,0
"I never long'd to hear a word till now;Say 'pardon,' king; let pity teach thee how:The word is short, but not so short as sweet;No word like 'pardon' for kings' mouths so meet",1
"SICINIUS:Say, you chose himMore after our commandment than as guidedBy your own true affections, and that your minds,Preoccupied with what you rather must doThan what you should, made you against the grainTo voice him consul: lay the fault on us",1
"Andreas Von Knorre, 22, and Elton Hinz, 21, also received nine months jail",0
I spoke it but according to thetrick,1
"Father, tear the crown from the usurper's head",1
DUKE VINCENTIO:He wants advice,1
"O, now I want the priest that spake to me:I now repent I told the pursuivantAs 'twere triumphing at mine enemies,How they at Pomfret bloodily were butcher'd,And I myself secure in grace and favour",1
"A vote for UKIP makes a Labour government more likely in 2015, he says",0
"SAMPSON:True; and therefore women, being the weaker vessels,are ever thrust to the wall: therefore I will pushMontague's men from the wall, and thrust his maidsto the wall",1
American Kevin Stadler blew a four-shot overnight lead,0
Would also apply to anyone who buys parts that can be made into a firearm,0
"To be a successful career person, it's about a passion for excellence""",0
"White House, agencies don't have pay parity for both genders",0
"After losing her father Alisdair, Helen MacDonald buys a goshawk to help her  deal with the grief",0
"Baptista is a noble gentleman,To whom my father is not all unknown;And were his daughter fairer than she is,She may more suitors have and me for one",1
"AUTOLYCUS:O that ever I was born!Clown:I' the name of me--AUTOLYCUS:O, help me, help me! pluck but off these rags; andthen, death, death!Clown:Alack, poor soul! thou hast need of more rags to layon thee, rather than have these off",1
"EDWARD:Bring forth that fatal screech-owl to our house,That nothing sung but death to us and ours:Now death shall stop his dismal threatening sound,And his ill-boding tongue no more shall speak",1
Teams from Riverdale and Smyrna high schools in Tennessee wanted to bypass meeting a nationally-ranked rival in the semi-finals of a tournament,0
"CORIOLANUS:Aufidius, and you Volsces, mark; for we'llHear nought from Rome in private",1
"SICINIUS:Not?COMINIUS:I tell you, he does sit in gold, his eyeRed as 'twould burn Rome; and his injuryThe gaoler to his pity",1
A body was found in Canada's Niagara River on Wednesday,0
Flemmi also testified that,0
KING EDWARD IV:But now you partly may perceive my mind,1
"GLOUCESTER:Ay, Edward will use women honourably",1
"PETRUCHIO:Why, that is nothing: for I tell you, father,I am as peremptory as she proud-minded;And where two raging fires meet togetherThey do consume the thing that feeds their fury:Though little fire grows great with little wind,Yet extreme gusts will blow out fire and all:So I to her and so she yields to me;For I am rough and woo not like a babe",1
Mr Crow used a mop and bucket to release the bird from the vehicle,0
"FRIAR LAURENCE:God pardon sin! wast thou with Rosaline?ROMEO:With Rosaline, my ghostly father? no;I have forgot that name, and that name's woe",1
"ARIEL:I do not, sir",1
The derby between Rangers and Celtic in Glasgow is bitterly contested,0
"CORIOLANUS:This last old man,Whom with a crack'd heart I have sent to Rome,Loved me above the measure of a father;Nay, godded me, indeed",1
The model was promoting world's first 'holiday brag' suitcase,0
"Draw near, Queen Margaret, and be a witnessThat Bona shall be wife to the English king",1
One person was treated for scratches after landing in a bush,0
"GREGORY:I will frown as I pass by, and let them take it asthey list",1
"Lara Stone and David Walliams attended, as did Sienna Miller",0
"CORIOLANUS:What makes this change?MENENIUS:The matter?COMINIUS:Hath he not pass'd the noble and the common?BRUTUS:Cominius, no",1
"Liz Kerslake, 39, from Plymouth, dropped from a size 18 to a size eight",0
"I long till Edward fall by war's mischance,For mocking marriage with a dame of France",1
"Judge tells father, 'I am terribly sorry for your loss'Holmes never said a word, had his lawyer answer for him",0
"ROMEO:What is her mother?Nurse:Marry, bachelor,Her mother is the lady of the house,And a good lady, and a wise and virtuousI nursed her daughter, that you talk'd withal;I tell you, he that can lay hold of herShall have the chinks",1
"Naatlo splendida, stretches its web into a cone shape and then slings the sticky structure at flying insects",0
"MERCUTIO:A bawd, a bawd, a bawd! so ho!ROMEO:What hast thou found?MERCUTIO:No hare, sir; unless a hare, sir, in a lenten pie,that is something stale and hoar ere it be spent",1
Rooney will not be risked against Hull as he recovers from a groin strain,0
2m which the game will never see again,0
"Skin researchers say they can cause itching, hives and redness",0
He told authorities he'd been drinking heavily for 50 days,0
"PRINCE EDWARD:Father, you cannot disinherit me:If you be king, why should not I succeed?KING HENRY VI:Pardon me, Margaret; pardon me, sweet son:The Earl of Warwick and the duke enforced me",1
"ESCALUS:How would you live, Pompey? by being a bawd? Whatdo you think of the trade, Pompey? is it a lawful trade?POMPEY:If the law would allow it, sir",1
"Perjury, perjury, in the high'st degreeMurder, stem murder, in the direst degree;All several sins, all used in each degree,Throng to the bar, crying all, Guilty! guilty!I shall despair",1
Owner Andrew McMenamin says he will keep his crisp sandwich café open as long as his customers are interested,0
"SEBASTIAN:You were kneel'd to and importuned otherwiseBy all of us, and the fair soul herselfWeigh'd between loathness and obedience, atWhich end o' the beam should bow",1
Capital Copenhagen is home to two huge sperm banks,0
SAMPSON:A dog of that house shall move me to stand: I willtake the wall of any man or maid of Montague's,1
Environment minister says Canada will still work to reduce greenhouse emissions,0
"QUEEN MARGARET:Defy them then, or else hold close thy lips",1
Mario Vargas Llosa received the Nobel Prize for Literature,0
Margaret Rigby first joined the Guides eight decades ago aged 13,0
"EDWARD:Smile, gentle heaven! or strike, ungentle death!For this world frowns, and Edward's sun is clouded",1
Grealish is a similar player to former England star Steve McManaman,0
"YORK:Then leave me not, my lords; be resolute;I mean to take possession of my right",1
"Thou art a widow; yet thou art a mother,And hast the comfort of thy children left thee:But death hath snatch'd my husband from mine arms,And pluck'd two crutches from my feeble limbs,Edward and Clarence",1
"Welcome hither,As is the spring to the earth",1
"THOMAS MOWBRAY:Yea, but not change his spots: take but my shame",1
The flames were brought under control in the early hours of Tuesday,0
Nina Pham graduated from Texas Christian University in 2010,0
"Work celebrated in new London exhibition, ""Digital Revolution""Original work by musician will",0
"LUCIO:A very superficial, ignorant, unweighing fellow",1
Cyclist was hit by a construction lorry during rush hour in London,0
"What will you read to her?LUCENTIO:Whate'er I read to her, I'll plead for youAs for my patron, stand you so assured,As firmly as yourself were still in place:Yea, and perhaps with more successful wordsThan you, unless you were a scholar, sir",1
"Uncle, farewell: and, cousin too, adieu:Your mother well hath pray'd, and prove you true",1
"PETRUCHIO:Why, thou say'st true; it is a paltry cap,A custard-coffin, a bauble, a silken pie:I love thee well, in that thou likest it not",1
"GONZALO:Now would I give a thousand furlongs of sea for anacre of barren ground, long heath, brown furze, anything",1
Overwhelming evidence of increased use of legal high nitrous oxide,0
Has left him unable to express happiness or anger using his facial muscles,0
Rosie-Ann and Jennie Stone were involved in a car crash on the A165,0
"SICINIUS:Assemble presently the people hither;And when they bear me say 'It shall be soI' the right and strength o' the commons,' be it eitherFor death, for fine, or banishment, then let themIf I say fine, cry 'Fine;' if death, cry 'Death",1
"Evangelical pastor Rick Warren founded Saddleback Church in 1980, the 7th largest congregation in the U",0
"HENRY BOLINGBROKE:Evermore thanks, the exchequer of the poor;Which, till my infant fortune comes to years,Stands for my bounty",1
"Christopher Tomkins, who inspected flat, told police he was 'electrician's mate'He and supervisor Neil Hoult plead not guilty to breaching Health & Safety",0
How now! what noise? That spirit's possessed with hasteThat wounds the unsisting postern with these strokes,1
BAPTISTA:When will he be here?BIONDELLO:When he stands where I am and sees you there,1
The former Olympic gymnast thanked well-wishers for their support,0
"A skydiving student had a seizure while free-falling at 2743 m (9000 ft)Christopher Jones, 22, from Perth, was saved by his fast-acting sky diving instructor who managed to release his parachute",0
"How now, Catesby, what says your lord?CATESBY:My lord,He wonders to what end you have assembledSuch troops of citizens to speak with him,His grace not being warn'd thereof before:My lord, he fears you mean no good to him",1
Dr Cathar claims she is directed by her spiritual guide,0
"Former FBI agent says he wanted Bulger cut off, but there was nothing he could do",0
LEONTES:I think so,1
"Live in thy shame, but die not shame with thee!These words hereafter thy tormentors be!Convey me to my bed, then to my grave:Love they to live that love and honour have",1
"Mixture expected to evaporate, but environmentalist concerned it could hurt marine life",0
"FLORIZEL:Hark, PerditaI'll hear you by and by",1
"Short tale to make, we at Saint Alban's metOur battles join'd, and both sides fiercely fought:But whether 'twas the coldness of the king,Who look'd full gently on his warlike queen,That robb'd my soldiers of their heated spleen;Or whether 'twas report of her success;Or more than common fear of Clifford's rigour,Who thunders to his captives blood and death,I cannot judge: but to conclude with truth,Their weapons like to lightning came and went;Our soldiers', like the night-owl's lazy flight,Or like an idle thresher with a flail,Fell gently down, as if they struck their friends",1
Last month has seen drop in users via Facebook app,0
LEONTES:Satisfy!The entreaties of your mistress! satisfy!Let that suffice,1
"VIRGILIA:I will wish her speedy strength, and visit her withmy prayers; but I cannot go thither",1
Decontaminating towns around Fukushima Daiichi is a largely low-tech affair,0
Just nine days ago firm's Enterprise craft disintegrated during first flight,0
"with Working America, an affiliate of the AFL-CIO that represents non-union workers",0
"Thy father bears the type of King of Naples,Of both the Sicils and Jerusalem,Yet not so wealthy as an English yeoman",1
"SLY:Yes, by Saint Anne, do I",1
But the constant showers  made the rope heavy and soggy with water,0
"How will you do to content thissubstitute, and to save your brother?ISABELLA:I am now going to resolve him: I had rather mybrother die by the law than my son should beunlawfully born",1
Volsce:He cannot choose,1
"But he which bore my letter, Friar John,Was stay'd by accident, and yesternightReturn'd my letter back",1
Horses can now join in the onesie trend for the princely sum of £169,0
Kenny McDowall would welcome Ally McCoist back in the Rangers dug-out,0
"When have I injured thee? when done thee wrong?Or thee? or thee? or any of your faction?A plague upon you all! His royal person,--Whom God preserve better than you would wish!--Cannot be quiet scarce a breathing-while,But you must trouble him with lewd complaints",1
"'LADY CAPULET:Enough of this; I pray thee, hold thy peace",1
POLIXENES:Methinks a fatherIs at the nuptial of his son a guestThat best becomes the table,1
"French magazine was made to pay £12,400 damages to actress Julie Gayet",0
Former Wimbledon champion was paid special attention by the dancer,0
"When yet he was buttender-bodied and the only son of my womb, whenyouth with comeliness plucked all gaze his way, whenfor a day of kings' entreaties a mother should notsell him an hour from her beholding, I, consideringhow honour would become such a person",1
Price of chocolate could soar as demand puts pressure on cocoa crisis,0
The mother of one of the surfers took a picture of her son and captured the shark through the break of wave,0
"Your honours all,I do refer me to the oracle:Apollo be my judge!First Lord:This your requestIs altogether just: therefore bring forth,And in Apollos name, his oracle",1
as symbol of power,0
"Contraption, made in Czech Republic, is powered by a two-stroke engine",0
The north east has the highest numbers of underemployed people,0
"This is the day that, in King Edward's time,I wish't might fall on me, when I was foundFalse to his children or his wife's alliesThis is the day wherein I wish'd to fallBy the false faith of him I trusted most;This, this All-Souls' day to my fearful soulIs the determined respite of my wrongs:That high All-Seer that I dallied withHath turn'd my feigned prayer on my headAnd given in earnest what I begg'd in jest",1
He attacked his boss with a meat cleaver or large knife and injured another employee in the Thursday incident,0
MEND group say it killed 11 government soldiers in fighting following sabotage,0
Met with 300 local leaders,0
A 23-year-old British student has designed a super-green superyacht,0
The Saints moved above Manchester City to second in the table,0
Clinton has promised to testify next month before congressional committees,0
"Kindness in women, not their beauteous looks,Shall win my love: and so I take my leave,In resolution as I swore before",1
'Quantum compass' would use subatomic fluctuations to track location,0
"NORTHUMBERLAND:The news is very fair and good, my lord:Richard not far from hence hath hid his head",1
European Commission insists benefits of Brussels are much higher,0
Thousands gather outside Royal Palace today to mourn his death,0
"O, my lord,You said that idle weeds are fast in growthThe prince my brother hath outgrown me far",1
"PETRUCHIO:Worse and worse; she will not come! O vile,Intolerable, not to be endured!Sirrah Grumio, go to your mistress;Say, I command her to come to me",1
The Duchess of Cambridge presents Bradley Wiggins with the Sports Personality of the Year trophy,0
firm iRobot has sold more than 10 million of their units since 2002,0
He says he doesn't think the Obama administration attempted a full-scale cover-up,0
"MENENIUS:Pray now, your news?You have made fair work, I fear me",1
"strangers from all over the world sending me good vibes,' she wrote on her facebook",0
"RICHARD:Then, Clifford, were thy heart as hard as steel,As thou hast shown it flinty by thy deeds,I come to pierce it, or to give thee mine",1
BENVOLIO:Here comes the furious Tybalt back again,1
"First Senator:You are a Roman, are you?MENENIUS:I am, as thy general is",1
"Former boxing promoter, 61, has also said she may return to the sport",0
Charlie Sheen donated one of three Sea Shepherd boats seized in Faroe islands,0
Mr Paul told Tea Party debate people who did not have insurance should be left to fend for themselves,0
Patient use of unnecessary antibiotics will be curtailed,0
"VINCENTIO:You shall not choose but drink before you go:I think I shall command your welcome here,And, by all likelihood, some cheer is toward",1
"Well, somewhat we must do",1
Carlo Ancelotti says Arsenal target Iker Casillas is happy to stay at Real,0
Video was sent to school principal by a parent unhappy with how their child was being treated,0
I have your alms: adieu,1
"KING RICHARD III:O Ratcliff, I have dream'd a fearful dream!What thinkest thou, will our friends prove all true?RATCLIFF:No doubt, my lord",1
"WARWICK:Plantagenet shall speak first: hear him, lords;And be you silent and attentive too,For he that interrupts him shall not live",1
Romelu Lukaku has confirmed he wants to leave Chelsea,0
Kudrin said he wouldn't work with him if he became PM,0
"BENVOLIO:Alas, that love, so gentle in his view,Should be so tyrannous and rough in proof!ROMEO:Alas, that love, whose view is muffled still,Should, without eyes, see pathways to his will!Where shall we dine? O me! What fray was here?Yet tell me not, for I have heard it all",1
Another man had his front door knocked continously for an hour,0
Day hid the engagement ring on the kangaroo's collar and Harrington held the baby for several minutes before noticing the ring,0
"Wins Models 1 Curve contract, shoot with ASOS and £500 ASOS vouchers",0
"Provost, a word with you!Provost:What's your will, fatherDUKE VINCENTIO:That now you are come, you will be gone",1
Inquest told she had earphones in when she was knocked down,0
"piece of shapewear, that is not the case",0
"He says current politics is filled with accusations, scandals with the suffix ""gate""Watergate created a climate where Americans don't really trust government",0
DUKE VINCENTIO:Convenient is it,1
England should build their midfield around him for Euro 2016,0
CLARENCE:What else? and that succession be determined,1
"Now, this no more dishonours you at allThan to take in a town with gentle words,Which else would put you to your fortune andThe hazard of much blood",1
"Common Core, adopted by 44 states, is a set of English and math standards that students should know",0
"The gunman's wife escaped the home with their two toddlers and called 911, and an hour later, his sister emerged saying she had been hiding",0
School confirmed the five who lived at university have all been 'barred from campus',0
"The lessons he learned along the way inform his hopes of ""affecting others in a good way""",0
"KATHARINA:And I am mean indeed, respecting you",1
workmanship,0
"He, sir,sitting, as I say, in a lower chair, sir; 'twas inthe Bunch of Grapes, where indeed you have a delightto sit, have you not?FROTH:I have so; because it is an open room and good for winter",1
Brendan Rodgers' side won two of first three games with Sturridge in side,0
It follows Ms Trierweiler's sacking from glossy magazine Paris Match this week,0
"LORD ROSS:He hath not money for these Irish wars,His burthenous taxations notwithstanding,But by the robbing of the banish'd duke",1
"HORTENSIO:KATHARINA:Why, sir, I trust I may have leave to speak;And speak I will; I am no child, no babe:Your betters have endured me say my mind,And if you cannot, best you stop your ears",1
Herrera has scored twice in three games but United continue to struggle,0
Australia's Police Association has warned against 'trial by social media'Gay activists will march in protest to a Sydney police station on Friday,0
"First Murderer:Thy brother's love, our duty, and thy fault,Provoke us hither now to slaughter thee",1
PETRUCHIO:Very well mended,1
"I tell thee, daughter, I sprang notmore in joy at first hearing he was a man-childthan now in first seeing he had proved himself aman",1
"Neighbour, this is a gift very grateful, I amsure of it",1
"GLOUCESTER:I thought, at least, he would have said the king;Or did he make the jest against his will?WARWICK:Is not a dukedom, sir, a goodly gift?GLOUCESTER:Ay, by my faith, for a poor earl to give:I'll do thee service for so good a gift",1
"But, in the midst of this bright-shining day,I spy a black, suspicious, threatening cloud,That will encounter with our glorious sun,Ere he attain his easeful western bed:I mean, my lords, those powers that the queenHath raised in Gallia have arrived our coastAnd, as we hear, march on to fight with us",1
"QUEEN MARGARET:And lessen'd be that small, God, I beseech thee!Thy honour, state and seat is due to me",1
The Samsung Galaxy S III has emerged as the iPhone's chief rival,0
"Their power, I think, is thirty thousand strong:Now, if the help of Norfolk and myself,With all the friends that thou, brave Earl of March,Amongst the loving Welshmen canst procure,Will but amount to five and twenty thousand,Why, Via! to London will we march amain,And once again bestride our foaming steeds,And once again cry 'Charge upon our foes!'But never once again turn back and fly",1
"Has a licence to carry the weapon, but it should have been concealed",0
Some interest groups have differing statements ready for seven or eight scenarios,0
"Princes have but their tides for their glories,An outward honour for an inward toil;And, for unfelt imagination,They often feel a world of restless cares:So that, betwixt their tides and low names,There's nothing differs but the outward fame",1
He also suffered attacks involving hammers and metal bars,0
